entrez_gene_id	symbol	description	gene_type	mean_expression	stdev_expression
84034	EMILIN2	elastin microfibril interfacer 2	protein-coding	8.35	1.488
8404	SPARCL1	SPARC like 1	protein-coding	11.7	2.034
8405	SPOP	speckle type BTB/POZ protein	protein-coding	10.19	0.5302
84054	PCDHB19P	protocadherin beta 19 pseudogene	pseudo	2.558	1.288
84056	KATNAL1	katanin catalytic subunit A1 like 1	protein-coding	7.981	1.072
84057	MND1	meiotic nuclear divisions 1	protein-coding	5.503	1.762
84058	WDR54	WD repeat domain 54	protein-coding	8.063	1.194
84059	ADGRV1	adhesion G protein-coupled receptor V1	protein-coding	6.208	2.955
8406	SRPX	sushi repeat containing protein, X-linked	protein-coding	7.104	2.209
84060	RBM48	RNA binding motif protein 48	protein-coding	7.986	0.527
84061	MAGT1	magnesium transporter 1	protein-coding	11.2	0.6189
84062	DTNBP1	dystrobrevin binding protein 1	protein-coding	8.465	0.6404
84063	KIRREL2	kirre like nephrin family adhesion molecule 2	protein-coding	2.335	2.344
84064	HDHD2	haloacid dehalogenase like hydrolase domain containing 2	protein-coding	9.347	0.7843
84065	TMEM222	transmembrane protein 222	protein-coding	9.84	0.6262
84066	TEX35	testis expressed 35	protein-coding	0.4292	0.8348
84067	FAM160A2	family with sequence similarity 160 member A2	protein-coding	9.462	0.5398
84068	SLC10A7	solute carrier family 10 member 7	protein-coding	7.518	0.7726
84069	PLEKHN1	pleckstrin homology domain containing N1	protein-coding	5.422	2.472
8407	TAGLN2	transgelin 2	protein-coding	13.39	1.359
84070	FAM186B	family with sequence similarity 186 member B	protein-coding	3.454	1.036
84071	ARMC2	armadillo repeat containing 2	protein-coding	5.276	0.9042
84072	HORMAD1	HORMA domain containing 1	protein-coding	2.038	2.752
84073	MYCBPAP	MYCBP associated protein	protein-coding	2.841	1.571
84074	QRICH2	glutamine rich 2	protein-coding	5.869	1.293
84075	FSCB	fibrous sheath CABYR binding protein	protein-coding	0.09551	0.3439
84076	TKTL2	transketolase like 2	protein-coding	0.4983	0.7852
84077	C3orf20	chromosome 3 open reading frame 20	protein-coding	0.5016	0.7554
84078	KBTBD7	kelch repeat and BTB domain containing 7	protein-coding	6.755	1.23
84079	ANKRD27	ankyrin repeat domain 27	protein-coding	9.602	0.6641
8408	ULK1	unc-51 like autophagy activating kinase 1	protein-coding	10.42	0.7209
84080	ENKD1	enkurin domain containing 1	protein-coding	8.274	1.08
84081	NSRP1	nuclear speckle splicing regulatory protein 1	protein-coding	9.41	0.5163
84083	ZRANB3	zinc finger RANBP2-type containing 3	protein-coding	5.922	0.9276
84084	RAB6C	RAB6C, member RAS oncogene family	protein-coding	5.965	0.9456
84085	FBXO30	F-box protein 30	protein-coding	8.54	0.7928
8409	UXT	ubiquitously expressed prefoldin like chaperone	protein-coding	9.975	0.6555
84099	ID2B	inhibitor of DNA binding 2B, HLH protein (pseudogene)	pseudo	2.394	1.195
841	CASP8	caspase 8	protein-coding	8.889	1.139
84100	ARL6	ADP ribosylation factor like GTPase 6	protein-coding	5.976	0.8719
84101	USP44	ubiquitin specific peptidase 44	protein-coding	2.916	1.847
84102	SLC41A2	solute carrier family 41 member 2	protein-coding	7.54	1.55
84103	C4orf17	chromosome 4 open reading frame 17	protein-coding	0.1638	0.5331
84105	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2	protein-coding	8.215	0.6614
84106	PRAM1	PML-RARA regulated adaptor molecule 1	protein-coding	5.066	1.526
84107	ZIC4	Zic family member 4	protein-coding	1.659	2.429
84108	PCGF6	polycomb group ring finger 6	protein-coding	7.407	0.6613
84109	QRFPR	pyroglutamylated RFamide peptide receptor	protein-coding	2.143	2.599
8411	EEA1	early endosome antigen 1	protein-coding	9.389	0.7759
8412	BCAR3	BCAR3, NSP family adaptor protein	protein-coding	8.737	1.036
84124	ZNF394	zinc finger protein 394	protein-coding	8.787	0.505
84125	LRRIQ1	leucine rich repeats and IQ motif containing 1	protein-coding	3.182	2.268
84126	ATRIP	ATR interacting protein	protein-coding	7.86	0.6451
84128	WDR75	WD repeat domain 75	protein-coding	9.722	0.6124
84129	ACAD11	acyl-CoA dehydrogenase family member 11	protein-coding	8.767	1.198
84131	CEP78	centrosomal protein 78	protein-coding	7.958	0.8097
84132	USP42	ubiquitin specific peptidase 42	protein-coding	8.557	0.5395
84133	ZNRF3	zinc and ring finger 3	protein-coding	8.819	1.075
84134	TOMM40L	translocase of outer mitochondrial membrane 40 like	protein-coding	8.764	0.7544
84135	UTP15	UTP15, small subunit processome component	protein-coding	7.948	0.5613
84138	SLC7A6OS	solute carrier family 7 member 6 opposite strand	protein-coding	7.474	0.7046
84140	FAM161A	family with sequence similarity 161 member A	protein-coding	6.653	1.019
84141	EVA1A	eva-1 homolog A, regulator of programmed cell death	protein-coding	6.574	2.401
84142	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	protein-coding	7.449	0.7697
84144	SYDE2	synapse defective Rho GTPase homolog 2	protein-coding	5.597	1.637
84146	ZNF644	zinc finger protein 644	protein-coding	9.617	0.6405
84148	KAT8	lysine acetyltransferase 8	protein-coding	9.431	0.62
84152	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	protein-coding	7.047	4.165
84153	RNASEH2C	ribonuclease H2 subunit C	protein-coding	9.541	0.8038
84154	RPF2	ribosome production factor 2 homolog	protein-coding	8.647	0.7246
84159	ARID5B	AT-rich interaction domain 5B	protein-coding	10.13	1.137
8416	ANXA9	annexin A9	protein-coding	6.425	2.123
84162	KIAA1109	KIAA1109	protein-coding	10.23	0.8912
84163	GTF2IRD2	GTF2I repeat domain containing 2	protein-coding	8.28	0.9038
84164	ASCC2	activating signal cointegrator 1 complex subunit 2	protein-coding	10.58	0.5979
84166	NLRC5	NLR family CARD domain containing 5	protein-coding	9.325	1.296
84167	C19orf44	chromosome 19 open reading frame 44	protein-coding	7.42	0.7422
84168	ANTXR1	anthrax toxin receptor 1	protein-coding	10.96	1.501
8417	STX7	syntaxin 7	protein-coding	10.2	0.6868
84171	LOXL4	lysyl oxidase like 4	protein-coding	6.76	2.316
84172	POLR1B	RNA polymerase I subunit B	protein-coding	9.253	0.615
84173	ELMOD3	ELMO domain containing 3	protein-coding	8.25	0.5598
84174	SLA2	Src like adaptor 2	protein-coding	5.023	1.772
84176	MYH16	myosin heavy chain 16 pseudogene	pseudo	0.7926	1.295
84179	SLC49A3	solute carrier family 49 member 3	protein-coding	6.605	1.586
8418	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene	pseudo	6.805	1.741
84181	CHD6	chromodomain helicase DNA binding protein 6	protein-coding	10.19	0.8518
84182	MINDY4	MINDY lysine 48 deubiquitinase 4	protein-coding	7.455	0.979
84186	ZCCHC7	zinc finger CCHC-type containing 7	protein-coding	8.688	0.5772
84187	TMEM164	transmembrane protein 164	protein-coding	9.281	0.8321
84188	FAR1	fatty acyl-CoA reductase 1	protein-coding	10.15	0.9906
84189	SLITRK6	SLIT and NTRK like family member 6	protein-coding	4.903	3.477
8419	BFSP2	beaded filament structural protein 2	protein-coding	1.393	1.499
84190	METTL25	methyltransferase like 25	protein-coding	6.424	0.7162
84191	FAM96A	family with sequence similarity 96 member A	protein-coding	9.704	0.648
84193	SETD3	SET domain containing 3	protein-coding	10.49	0.5208
84196	USP48	ubiquitin specific peptidase 48	protein-coding	10.16	0.4993
84197	POMK	protein-O-mannose kinase	protein-coding	4.495	1.496
842	CASP9	caspase 9	protein-coding	8.502	0.6591
8420	SNHG3	small nucleolar RNA host gene 3	ncRNA	6.029	1.267
84203	TXNDC2	thioredoxin domain containing 2	protein-coding	1.154	1.055
84206	MEX3B	mex-3 RNA binding family member B	protein-coding	6.176	1.429
84215	ZNF541	zinc finger protein 541	protein-coding	3.416	2.003
84216	TMEM117	transmembrane protein 117	protein-coding	7.142	1.091
84217	ZMYND12	zinc finger MYND-type containing 12	protein-coding	4.981	1.66
84219	WDR24	WD repeat domain 24	protein-coding	8.68	0.5978
84220	RGPD5	RANBP2-like and GRIP domain containing 5	protein-coding	5.411	1.584
84221	SPATC1L	spermatogenesis and centriole associated 1 like	protein-coding	7.145	1.715
84222	TMEM191A	transmembrane protein 191A (pseudogene)	pseudo	4.467	1.37
84223	IQCG	IQ motif containing G	protein-coding	7.64	1.156
84224	NBPF3	NBPF member 3	protein-coding	6.577	1.195
84225	ZMYND15	zinc finger MYND-type containing 15	protein-coding	5.991	1.26
84226	C2orf16	chromosome 2 open reading frame 16	protein-coding	5.092	0.9981
84229	DRC7	dynein regulatory complex subunit 7	protein-coding	2.127	2.268
84230	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	protein-coding	8.333	1.098
84231	TRAF7	TNF receptor associated factor 7	protein-coding	11.23	0.6144
84232	MAF1	MAF1 homolog, negative regulator of RNA polymerase III	protein-coding	11.2	0.571
84233	TMEM126A	transmembrane protein 126A	protein-coding	8.117	0.5722
84236	RHBDD1	rhomboid domain containing 1	protein-coding	8.047	0.6309
84239	ATP13A4	ATPase 13A4	protein-coding	4.695	3.494
8424	BBOX1	gamma-butyrobetaine hydroxylase 1	protein-coding	4.775	3.544
84240	ZCCHC9	zinc finger CCHC-type containing 9	protein-coding	8.434	0.6119
84243	ZDHHC18	zinc finger DHHC-type containing 18	protein-coding	9.6	0.7405
84245	MRI1	methylthioribose-1-phosphate isomerase 1	protein-coding	8.822	0.7084
84246	MED10	mediator complex subunit 10	protein-coding	9.042	0.6583
84247	RTL6	retrotransposon Gag like 6	protein-coding	9.705	1.056
84248	FYTTD1	forty-two-three domain containing 1	protein-coding	10.55	0.663
84249	PSD2	pleckstrin and Sec7 domain containing 2	protein-coding	3.341	2.867
8425	LTBP4	latent transforming growth factor beta binding protein 4	protein-coding	10.67	1.428
84250	SLF1	SMC5-SMC6 complex localization factor 1	protein-coding	7.106	0.8234
84251	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1	protein-coding	5.702	1.918
84253	GARNL3	GTPase activating Rap/RanGAP domain like 3	protein-coding	6.366	1.568
84254	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	protein-coding	7.894	1.237
84255	SLC37A3	solute carrier family 37 member 3	protein-coding	9.632	0.6672
84256	FLYWCH1	FLYWCH-type zinc finger 1	protein-coding	9.585	0.7843
84258	SYT3	synaptotagmin 3	protein-coding	2.974	2.378
84259	DCUN1D5	defective in cullin neddylation 1 domain containing 5	protein-coding	8.691	0.828
84260	TCHP	trichoplein keratin filament binding	protein-coding	8.644	0.5403
84261	FBXW9	F-box and WD repeat domain containing 9	protein-coding	7.972	0.8035
84262	PSMG3	proteasome assembly chaperone 3	protein-coding	9.411	0.8349
84263	HSDL2	hydroxysteroid dehydrogenase like 2	protein-coding	10.1	0.8192
84264	HAGHL	hydroxyacylglutathione hydrolase like	protein-coding	6.462	1.827
84265	POLR3GL	RNA polymerase III subunit G like	protein-coding	8.95	0.705
84266	ALKBH7	alkB homolog 7	protein-coding	9.523	0.9362
84267	C9orf64	chromosome 9 open reading frame 64	protein-coding	8.423	0.909
84268	RPAIN	RPA interacting protein	protein-coding	9.178	0.6313
84269	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	protein-coding	8.499	0.8209
8427	ZNF282	zinc finger protein 282	protein-coding	9.727	0.5463
84270	CARD19	caspase recruitment domain family member 19	protein-coding	8.276	0.8534
84271	POLDIP3	DNA polymerase delta interacting protein 3	protein-coding	10.94	0.5162
84272	YIPF4	Yip1 domain family member 4	protein-coding	9.34	0.5316
84273	NOA1	nitric oxide associated 1	protein-coding	9.258	0.546
84274	COQ5	coenzyme Q5, methyltransferase	protein-coding	9.227	0.5211
84275	SLC25A33	solute carrier family 25 member 33	protein-coding	7.622	1.069
84276	NICN1	nicolin 1	protein-coding	8.237	0.8779
84277	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	protein-coding	8.576	0.6677
84278	MFSD14C	major facilitator superfamily domain containing 14C	protein-coding	4.551	0.8561
84279	PRADC1	protease associated domain containing 1	protein-coding	8.47	0.8428
8428	STK24	serine/threonine kinase 24	protein-coding	11.51	0.7569
84280	BTBD10	BTB domain containing 10	protein-coding	9.239	0.601
84281	C2orf88	chromosome 2 open reading frame 88	protein-coding	6.424	1.988
84282	RNF135	ring finger protein 135	protein-coding	8.837	0.9539
84283	TMEM79	transmembrane protein 79	protein-coding	8.287	1.498
84284	NTPCR	nucleoside-triphosphatase, cancer-related	protein-coding	9.228	0.6424
84285	EIF1AD	eukaryotic translation initiation factor 1A domain containing	protein-coding	9.132	0.4479
84286	TMEM175	transmembrane protein 175	protein-coding	8.769	0.904
84287	ZDHHC16	zinc finger DHHC-type containing 16	protein-coding	9.377	0.6008
84288	EFCAB2	EF-hand calcium binding domain 2	protein-coding	6.911	1.178
84289	ING5	inhibitor of growth family member 5	protein-coding	8.742	0.7279
84290	CAPNS2	calpain small subunit 2	protein-coding	2.436	3.115
84292	WDR83	WD repeat domain 83	protein-coding	7.718	0.7167
84293	FAM213A	family with sequence similarity 213 member A	protein-coding	10.78	1.039
84294	UTP23	UTP23, small subunit processome component	protein-coding	8.663	0.6182
84295	PHF6	PHD finger protein 6	protein-coding	9.412	0.752
84296	GINS4	GINS complex subunit 4	protein-coding	7.186	1.436
84298	LLPH	LLP homolog, long-term synaptic facilitation	protein-coding	9.199	0.5837
84299	MIEN1	migration and invasion enhancer 1	protein-coding	9.962	0.8901
843	CASP10	caspase 10	protein-coding	8.241	1.344
84300	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	protein-coding	10.09	0.7789
84301	DDI2	DNA damage inducible 1 homolog 2	protein-coding	5.8	1.606
84302	TMEM246	transmembrane protein 246	protein-coding	7.096	2.24
84303	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	protein-coding	7.541	0.8775
84304	NUDT22	nudix hydrolase 22	protein-coding	8.999	0.7573
84305	PYM1	PYM homolog 1, exon junction complex associated factor	protein-coding	9.277	0.6382
84306	PDCD2L	programmed cell death 2 like	protein-coding	7.408	0.8059
84307	ZNF397	zinc finger protein 397	protein-coding	7.827	0.7796
84309	NUDT16L1	nudix hydrolase 16 like 1	protein-coding	9.32	0.7366
8431	NR0B2	nuclear receptor subfamily 0 group B member 2	protein-coding	2.249	3.132
84310	C7orf50	chromosome 7 open reading frame 50	protein-coding	10.33	0.8222
84311	MRPL45	mitochondrial ribosomal protein L45	protein-coding	9.725	0.5734
84312	BRMS1L	breast cancer metastasis-suppressor 1 like	protein-coding	7.696	0.7938
84313	VPS25	vacuolar protein sorting 25 homolog	protein-coding	10.09	0.5754
84314	TMEM107	transmembrane protein 107	protein-coding	7.617	0.846
84315	MON1A	MON1 homolog A, secretory trafficking associated	protein-coding	7.94	0.6772
84316	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	protein-coding	9.283	0.857
84317	CCDC115	coiled-coil domain containing 115	protein-coding	9.84	0.5197
84318	CCDC77	coiled-coil domain containing 77	protein-coding	7.483	0.773
84319	CMSS1	cms1 ribosomal small subunit homolog (yeast)	protein-coding	8.658	0.7425
84320	ACBD6	acyl-CoA binding domain containing 6	protein-coding	8.977	0.5275
84321	THOC3	THO complex 3	protein-coding	9.807	0.9065
84324	SARNP	SAP domain containing ribonucleoprotein	protein-coding	9.872	0.5557
84326	METTL26	methyltransferase like 26	protein-coding	9.546	0.8456
84327	ZBED3	zinc finger BED-type containing 3	protein-coding	4.974	1.384
84328	LZIC	leucine zipper and CTNNBIP1 domain containing	protein-coding	8.321	0.6002
84329	HVCN1	hydrogen voltage gated channel 1	protein-coding	6.869	1.271
8433	UTF1	undifferentiated embryonic cell transcription factor 1	protein-coding	0.3269	1.497
84330	ZNF414	zinc finger protein 414	protein-coding	7.71	0.7856
84331	MCRIP2	MAPK regulated corepressor interacting protein 2	protein-coding	8.887	1.194
84332	DYDC2	DPY30 domain containing 2	protein-coding	2.283	2.075
84333	PCGF5	polycomb group ring finger 5	protein-coding	10.1	0.7519
84334	APOPT1	apoptogenic 1, mitochondrial	protein-coding	8.931	0.6383
84335	AKT1S1	AKT1 substrate 1	protein-coding	10.27	0.5877
84336	TMEM101	transmembrane protein 101	protein-coding	9.518	0.9375
84337	ELOF1	elongation factor 1 homolog	protein-coding	9.976	0.6272
8434	RECK	reversion inducing cysteine rich protein with kazal motifs	protein-coding	7.403	1.263
84340	GFM2	G elongation factor mitochondrial 2	protein-coding	9.215	0.5966
84342	COG8	component of oligomeric golgi complex 8	protein-coding	8.73	0.4936
84343	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	protein-coding	9.614	0.7296
8435	SOAT2	sterol O-acyltransferase 2	protein-coding	1.452	1.777
8436	CAVIN2	caveolae associated protein 2	protein-coding	8.094	2.029
84364	ARFGAP2	ADP ribosylation factor GTPase activating protein 2	protein-coding	10.99	0.447
84365	NIFK	nucleolar protein interacting with the FHA domain of MKI67	protein-coding	9.751	0.5901
84366	PRAC1	PRAC1 small nuclear protein	protein-coding	0.9948	2.856
8437	RASAL1	RAS protein activator like 1	protein-coding	6.189	2.928
84376	HOOK3	hook microtubule tethering protein 3	protein-coding	10.01	0.7902
8438	RAD54L	RAD54 like	protein-coding	6.861	1.891
8439	NSMAF	neutral sphingomyelinase activation associated factor	protein-coding	9.447	0.7052
844	CASQ1	calsequestrin 1	protein-coding	2.996	2.473
8440	NCK2	NCK adaptor protein 2	protein-coding	10.11	0.7699
84417	C2orf40	chromosome 2 open reading frame 40	protein-coding	4.251	3.098
84418	CYSTM1	cysteine rich transmembrane module containing 1	protein-coding	10.16	1.321
84419	C15orf48	chromosome 15 open reading frame 48	protein-coding	7.274	2.987
8443	GNPAT	glyceronephosphate O-acyltransferase	protein-coding	10.25	0.4982
84432	PROK1	prokineticin 1	protein-coding	1.522	1.85
84433	CARD11	caspase recruitment domain family member 11	protein-coding	7.481	2.069
84435	ADGRA1	adhesion G protein-coupled receptor A1	protein-coding	1.726	2.982
84436	ZNF528	zinc finger protein 528	protein-coding	7.434	1.573
84437	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils	protein-coding	8.309	0.9247
84439	HHIPL1	HHIP like 1	protein-coding	5.605	1.518
8444	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	protein-coding	6.896	1.036
84440	RAB11FIP4	RAB11 family interacting protein 4	protein-coding	9.483	1.291
84441	MAML2	mastermind like transcriptional coactivator 2	protein-coding	7.928	1.522
84444	DOT1L	DOT1 like histone lysine methyltransferase	protein-coding	9.668	0.8139
84445	LZTS2	leucine zipper tumor suppressor 2	protein-coding	10.67	0.7932
84446	BRSK1	BR serine/threonine kinase 1	protein-coding	6.083	2.197
84447	SYVN1	synoviolin 1	protein-coding	10.83	0.591
84448	ABLIM2	actin binding LIM protein family member 2	protein-coding	6.764	1.715
84449	ZNF333	zinc finger protein 333	protein-coding	7.439	0.8312
8445	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	protein-coding	9.306	0.8872
84450	ZNF512	zinc finger protein 512	protein-coding	9.43	0.885
84451	MAP3K21	mitogen-activated protein kinase kinase kinase 21	protein-coding	7.376	1.954
84455	EFCAB7	EF-hand calcium binding domain 7	protein-coding	6.809	0.8251
84456	L3MBTL3	L3MBTL3, histone methyl-lysine binding protein	protein-coding	7.595	0.9654
84457	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	protein-coding	5.226	3.532
84458	LCOR	ligand dependent nuclear receptor corepressor	protein-coding	6.018	1.501
8446	DUSP11	dual specificity phosphatase 11	protein-coding	8.971	0.5821
84460	ZMAT1	zinc finger matrin-type 1	protein-coding	7.439	2.1
84461	NEURL4	neuralized E3 ubiquitin protein ligase 4	protein-coding	9.12	0.66
84464	SLX4	SLX4 structure-specific endonuclease subunit	protein-coding	8.024	0.6628
84465	MEGF11	multiple EGF like domains 11	protein-coding	3.048	2.743
84466	MEGF10	multiple EGF like domains 10	protein-coding	3.976	2.75
84467	FBN3	fibrillin 3	protein-coding	3.257	3.256
8447	DOC2B	double C2 domain beta	protein-coding	3.429	2.016
8448	DOC2A	double C2 domain alpha	protein-coding	4.227	2.452
8449	DHX16	DEAH-box helicase 16	protein-coding	9.882	0.4635
84498	FAM120B	family with sequence similarity 120B	protein-coding	9.191	0.5976
845	CASQ2	calsequestrin 2	protein-coding	4.042	2.41
8450	CUL4B	cullin 4B	protein-coding	10.65	0.4903
84501	SPIRE2	spire type actin nucleation factor 2	protein-coding	7.539	1.539
84502	JPH4	junctophilin 4	protein-coding	4.645	2.752
84503	ZNF527	zinc finger protein 527	protein-coding	6.671	0.7089
84504	NKX6-2	NK6 homeobox 2	protein-coding	0.808	2.111
8451	CUL4A	cullin 4A	protein-coding	10.78	0.566
84513	PLPP5	phospholipid phosphatase 5	protein-coding	9.356	1.064
84514	GHDC	GH3 domain containing	protein-coding	9.661	0.9297
84515	MCM8	minichromosome maintenance 8 homologous recombination repair factor	protein-coding	7.838	1.138
84516	DCTN5	dynactin subunit 5	protein-coding	10.4	0.5335
84517	ACTRT3	actin related protein T3	protein-coding	5.165	1.186
84518	CNFN	cornifelin	protein-coding	5.473	2.553
84519	ACRBP	acrosin binding protein	protein-coding	4.916	1.377
8452	CUL3	cullin 3	protein-coding	10.62	0.4416
84520	GON7	GON7, KEOPS complex subunit	protein-coding	7.775	0.6123
84522	JAGN1	jagunal homolog 1	protein-coding	9.649	0.5764
84524	ZC3H8	zinc finger CCCH-type containing 8	protein-coding	7.105	0.7254
84525	HOPX	HOP homeobox	protein-coding	8.448	2.41
84527	ZNF559	zinc finger protein 559	protein-coding	7.919	0.9351
84529	C15orf41	chromosome 15 open reading frame 41	protein-coding	7.214	0.9076
8453	CUL2	cullin 2	protein-coding	9.454	0.5299
84530	SRRM4	serine/arginine repetitive matrix 4	protein-coding	1.837	2.466
84532	ACSS1	acyl-CoA synthetase short chain family member 1	protein-coding	9.825	1.384
84536	LINC01547	long intergenic non-protein coding RNA 1547	ncRNA	5.424	1.012
84539	MCHR2	melanin concentrating hormone receptor 2	protein-coding	0.3386	0.9763
8454	CUL1	cullin 1	protein-coding	10.58	0.4295
84541	KBTBD8	kelch repeat and BTB domain containing 8	protein-coding	5.407	1.286
84542	KIAA1841	KIAA1841	protein-coding	7.69	0.9029
84545	MRPL43	mitochondrial ribosomal protein L43	protein-coding	10.16	0.5345
84546	SNORD35B	small nucleolar RNA, C/D box 35B	snoRNA	0	0
84547	PGBD1	piggyBac transposable element derived 1	protein-coding	6.63	1.051
84548	TMEM185A	transmembrane protein 185A	protein-coding	8.976	0.6002
84549	MAK16	MAK16 homolog	protein-coding	8.699	0.6553
8455	ATRN	attractin	protein-coding	10.83	0.8011
84552	PARD6G	par-6 family cell polarity regulator gamma	protein-coding	7.703	1.357
84553	FAXC	failed axon connections homolog	protein-coding	6.307	2.421
84557	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha	protein-coding	8.378	1.253
8456	FOXN1	forkhead box N1	protein-coding	2.622	2.888
84560	MT4	metallothionein 4	protein-coding	0.1077	0.6459
84561	SLC12A8	solute carrier family 12 member 8	protein-coding	8.097	1.859
84569	LYZL1	lysozyme like 1	protein-coding	0.05131	0.2896
84570	COL25A1	collagen type XXV alpha 1 chain	protein-coding	2.655	2.116
84572	GNPTG	N-acetylglucosamine-1-phosphate transferase gamma subunit	protein-coding	10.31	0.8092
8458	TTF2	transcription termination factor 2	protein-coding	8.259	1.109
8459	TPST2	tyrosylprotein sulfotransferase 2	protein-coding	9.225	1.005
846	CASR	calcium sensing receptor	protein-coding	1.422	2.093
8460	TPST1	tyrosylprotein sulfotransferase 1	protein-coding	8.348	1.201
84612	PARD6B	par-6 family cell polarity regulator beta	protein-coding	7.695	1.706
84614	ZBTB37	zinc finger and BTB domain containing 37	protein-coding	4.318	0.9896
84616	KRTAP4-4	keratin associated protein 4-4	protein-coding	0.02175	0.1844
84617	TUBB6	tubulin beta 6 class V	protein-coding	10.44	1.316
84618	NT5C1A	5'-nucleotidase, cytosolic IA	protein-coding	0.7426	1.393
84619	ZGPAT	zinc finger CCCH-type and G-patch domain containing	protein-coding	9.53	0.7634
8462	KLF11	Kruppel like factor 11	protein-coding	8.928	0.963
84620	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	protein-coding	5.533	2.896
84622	ZNF594	zinc finger protein 594	protein-coding	6.924	1.114
84623	KIRREL3	kirre like nephrin family adhesion molecule 3	protein-coding	2.558	2.378
84624	FNDC1	fibronectin type III domain containing 1	protein-coding	7.348	3.112
84626	KRBA1	KRAB-A domain containing 1	protein-coding	7.69	1.348
84627	ZNF469	zinc finger protein 469	protein-coding	7.202	1.808
84628	NTNG2	netrin G2	protein-coding	4.876	2.021
84629	TNRC18	trinucleotide repeat containing 18	protein-coding	11.61	0.6874
8463	TEAD2	TEA domain transcription factor 2	protein-coding	9.142	1.48
84630	TTBK1	tau tubulin kinase 1	protein-coding	4.2	2.426
84631	SLITRK2	SLIT and NTRK like family member 2	protein-coding	3.03	3.046
84632	AFAP1L2	actin filament associated protein 1 like 2	protein-coding	8.711	1.821
84634	KISS1R	KISS1 receptor	protein-coding	2.198	2.116
84636	GPR174	G protein-coupled receptor 174	protein-coding	2.425	1.754
84639	IL1F10	interleukin 1 family member 10	protein-coding	0.3764	1.061
8464	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	protein-coding	6.873	0.7877
84640	USP38	ubiquitin specific peptidase 38	protein-coding	9.4	0.6108
84641	MFSD14B	major facilitator superfamily domain containing 14B	protein-coding	10.45	0.6235
84643	KIF2B	kinesin family member 2B	protein-coding	0.02766	0.3261
84645	C22orf23	chromosome 22 open reading frame 23	protein-coding	5.681	1.076
84647	PLA2G12B	phospholipase A2 group XIIB	protein-coding	1.728	2.826
84648	LCE3D	late cornified envelope 3D	protein-coding	1.067	2.688
84649	DGAT2	diacylglycerol O-acyltransferase 2	protein-coding	7.937	2.054
84650	EBPL	emopamil binding protein like	protein-coding	9.03	0.9573
84651	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)	protein-coding	0.9438	2.146
84654	SPZ1	spermatogenic leucine zipper 1	protein-coding	0.2107	0.8318
84656	GLYR1	glyoxylate reductase 1 homolog	protein-coding	11.1	0.504
84657	LINC00852	long intergenic non-protein coding RNA 852	ncRNA	3.91	0.847
84658	ADGRE3	adhesion G protein-coupled receptor E3	protein-coding	1.461	1.414
84659	RNASE7	ribonuclease A family member 7	protein-coding	2.374	2.705
84660	CCDC62	coiled-coil domain containing 62	protein-coding	2.126	1.07
84661	DPY30	dpy-30, histone methyltransferase complex regulatory subunit	protein-coding	9.532	0.5845
84662	GLIS2	GLIS family zinc finger 2	protein-coding	9.363	1.399
84664	CSPG4P2Y	chondroitin sulfate proteoglycan 4 pseudogene 2, Y-linked	pseudo	0.02851	0.2347
84665	MYPN	myopalladin	protein-coding	1.309	1.834
84666	RETNLB	resistin like beta	protein-coding	0.4232	1.36
84667	HES7	hes family bHLH transcription factor 7	protein-coding	1.317	1.392
84668	FAM126A	family with sequence similarity 126 member A	protein-coding	8.54	1.328
84669	USP32	ubiquitin specific peptidase 32	protein-coding	9.961	0.6868
8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	protein-coding	10.87	0.6629
84671	ZNF347	zinc finger protein 347	protein-coding	6.248	1.416
84672	TTTY6	testis-specific transcript, Y-linked 6 (non-protein coding)	ncRNA	0.02079	0.1658
84673	TTTY8	testis-specific transcript, Y-linked 8 (non-protein coding)	ncRNA	0.003703	0.06155
84674	CARD6	caspase recruitment domain family member 6	protein-coding	7.646	1.364
84675	TRIM55	tripartite motif containing 55	protein-coding	2.671	2.882
84676	TRIM63	tripartite motif containing 63	protein-coding	2.036	2.361
